TOTAL,Date,Retail,Institutional,Foreign,Regional,Local,Total Turnover
TOTAL,3/17/2021,2271740084,850779104,1420960980,488054971.5,55456269.5,1728228842
TOTAL,3/18/2021,1231657636,714909110.5,516748525,157874507.5,165614461.5,908168665.5
TOTAL,3/21/2021,2712338573,570010601.5,2142327971,925163153.5,49150351.5,1738025067
TOTAL,3/22/2021,921066945.5,242649714.5,678417231,321396103.5,12586132.5,587084709
TOTAL,3/23/2021,5207406891,737034491.5,4470372399,971386972,368854542,3867165376
TOTAL,3/24/2021,1069985545,310256181.5,759729363,223730434,37221472.5,809033638
TOTAL,3/25/2021,374073971,179466463.5,194607507.5,53709211,11346345.5,309018414
TOTAL,3/28/2021,3127702057,551980835,2575721222,1145793163,51002886,1930906008
TOTAL,3/29/2021,1272811298,274817485,997993812.5,517116778.5,27757745.5,727936773
TOTAL,3/30/2021,3293688056,831720802,2461967254,1380919871,70216901,1842551286
TOTAL,3/31/2021,4401355496,793704453,3607651043,557786990,117762869,3725805636
TOTAL,4/1/2021,1107970901,712022049.5,395948851.5,167982782,82198623,857789495
TOTAL,4/4/2021,1985604489,712756916.5,1272847572,162758392,39780512,1783065584
TOTAL,4/5/2021,3408737781,530917988,2877819793,1516354489,307832327.5,1584550965
TOTAL,4/6/2021,2193873927,620920655.5,1572953272,176734682.5,212124329.5,1805014915
TOTAL,4/7/2021,2334536587,638370769.5,1696165818,753763773.5,234230137,1346542676
TOTAL,4/8/2021,987738157,506173219,481564938,74047502,154845858,758844796.5
TOTAL,4/11/2021,2621428562,626563944,1994864618,566471404,49380104.5,2005577054
TOTAL,4/12/2021,5620164072,780354472,4839809600,1638040157,77443306,3904680610
TOTAL,4/13/2021,1841448701,303169814,1538278887,268985455,23593662,1548869583
TOTAL,4/14/2021,4472449440,613861501,3858587939,1901114771,84137652,2487197016
TOTAL,4/15/2021,1597386449,594890009,1002496440,250572335,66844029.5,1279970084
TOTAL,4/18/2021,1444408930,368265627.5,1076143302,838332068.5,67482951.5,538593910
TOTAL,4/19/2021,3273233029,549993945,2723239084,1662386245,93259259,1517587524
TOTAL,4/20/2021,2414618972,743095021,1671523951,958430437.5,90681283,1365507251
TOTAL,4/21/2021,849469425.5,412273178,437196247.5,29884004,24042081.5,795543339
TOTAL,4/22/2021,1467480334,697174784,770305550,124367154,36887330,1306225850
TOTAL,4/25/2021,1735412607,744786370,990626237,423906710.5,55408681,1256097215
TOTAL,4/26/2021,2195260506,759381101.5,1435879405,1120789028,66691941,1007779538
TOTAL,4/27/2021,1027630310,341285256,686345054,94590471.5,14085314,918954524.5
TOTAL,4/28/2021,549415384,289706228,259709156,133446333.5,9510500.5,406458550
TOTAL,4/29/2021,1205591623,604370745.5,601220877.5,319329309,41131708,845130605.5
TOTAL,5/2/2021,1205591623,604370745.5,601220877.5,319329309,41131708,845130605.5
TOTAL,5/3/2021,1205591623,604370745.5,601220877.5,319329309,41131708,845130605.5
TOTAL,5/4/2021,4463479218,604952636.5,3858526581,1376697966,47679378,3039101874
TOTAL,5/5/2021,3673108127,685742794,2987365333,1370509778,76273269.5,2226325080
TOTAL,5/6/2021,1724903908,784787352,940116556,96640303.5,102917833.5,1525345770
TOTAL,5/9/2021,3292657096,636051703,2656605393,739152054.5,44106332,2509398709
TOTAL,5/10/2021,4995361314,564398520.5,4430962794,1843714017,54726810.5,3096920487
TOTAL,5/11/2021,2180547496,711189559.5,1469357937,218101108,71840214,1890606174
TOTAL,5/12/2021,2180547496,711189559.5,1469357937,218101108,71840214,1890606174
TOTAL,5/13/2021,2180547496,711189559.5,1469357937,218101108,71840214,1890606174
TOTAL,5/16/2021,2180547496,711189559.5,1469357937,218101108,71840214,1890606174
TOTAL,5/17/2021,2766511894,1101034027,1665477867,844605939.5,126753961,1795151992
TOTAL,5/18/2021,1977638442,888418623.5,1089219819,366393482.5,150069549.5,1461175410
TOTAL,5/19/2021,7267649046,1369027188,5898621858,2687146475,178298329.5,4402204241
TOTAL,5/20/2021,2365596025,1194938989,1170657036,251442697.5,98966767.5,2015186561
TOTAL,5/23/2021,3372234100,1095557123,2276676977,386338138.5,90739913.5,2895156047
TOTAL,5/24/2021,4885123896,1212761918,3672361979,1318130482,278798704,3288194710
TOTAL,5/25/2021,2617095602,882527454.5,1734568148,568175531.5,101976036.5,1946944035
TOTAL,5/26/2021,2540166616,943992579.5,1596174037,650637098,77717941,1811811577
TOTAL,5/27/2021,4133123821,1402506650,2730617172,1710806171,486274869,1936042781
TOTAL,5/30/2021,1388159079,1145491032,242668046.5,46654182.5,57815659.5,1283689236
TOTAL,5/31/2021,2236552422,1427884522,808667899.5,392227730,219108986,1625215706
TOTAL,6/1/2021,3195945668,1240779472,1955166196,163438850.5,113746904.5,2918759913
TOTAL,6/2/2021,4105208194,1312286475,2792921720,821241430.5,99063448,3184903315
TOTAL,6/3/2021,2450995670,1130519133,1320476538,207134808.5,105843861,2138017000
TOTAL,6/6/2021,2966779502,1089030265,1877749237,666772494.5,249282806.5,2050724200
TOTAL,6/7/2021,5928725348,1804050908,4124674441,729309566,413990648.5,4785425133
TOTAL,6/8/2021,2276225096,895030006,1381195090,291878597,88568214,1895778285
TOTAL,6/9/2021,4075672486,1090840041,2984832445,940713222,113487678,3021471585
TOTAL,6/10/2021,2876836037,1066489893,1810346144,119872061,126023249,2630940727
TOTAL,6/13/2021,4106420332,1107590134,2998830199,210304051.5,76940942,3819175338
TOTAL,6/14/2021,356022068,258835643,97186425,43110450.5,50208630,262702988
TOTAL,6/15/2021,2983232482,914584278.5,2068648203,327984927,198615477.5,2456632077
TOTAL,6/16/2021,2162957561,423917571.5,1739039990,234693808,65788483.5,1862475268
TOTAL,6/17/2021,6101922234,976335227.5,5125587007,237971136.5,113356220,5750594878
TOTAL,6/20/2021,3234654464,1166840596,2067813868,283484240.5,91283281,2859886942
TOTAL,6/21/2021,2696045235,1006717232,1689328003,195139412.5,105951368,2394954454
TOTAL,6/22/2021,3782117736,1332632704,2449485033,257509909,164488262.5,3360119564
TOTAL,6/23/2021,7168434189,1196346794,5972087395,2552322811,124213283.5,4491898095
TOTAL,6/24/2021,2013027534,975240100,1037787434,122557634,72084982,1818384918
TOTAL,6/27/2021,3523740387,1042833536,2480906851,510091874,80052211.5,2933596301
TOTAL,6/28/2021,1965504474,584188390.5,1381316084,90023079,41961711.5,1833519683
TOTAL,6/29/2021,2262400496,928972501.5,1333427995,367530471,95240679.5,1799629345
TOTAL,6/30/2021,2538380384,1000561935,1537818449,89990026.5,106011059,2342379298
TOTAL,7/1/2021,2538380384,1000561935,1537818449,89990026.5,106011059,2342379298
TOTAL,7/4/2021,1847301880,772885152,1074416728,271097233.5,59286066.5,1516918580
TOTAL,7/5/2021,2750159221,1048667056,1701492166,690881316,129068330,1930209573
TOTAL,7/6/2021,3404145296,887575961,2516569335,658086455,100324328.5,2645734511
TOTAL,7/7/2021,2550729617,842321973,1708407644,130736220,66242595.5,2353750802
TOTAL,7/8/2021,3269278958,961431297.5,2307847661,207077143.5,75877662.5,2986324152
TOTAL,7/11/2021,1488267908,152092897,1336175011,6142151.5,5294416.5,1476831340
TOTAL,7/11/2021,1866568262,314992230,1551576032,101137020.5,14053097,1751378145
TOTAL,7/12/2021,5367863599,866510158,4501353441,511452112.5,103013524.5,4753397962
TOTAL,7/13/2021,4473037714,1119345972,3353691742,842507522,81751658,3548778534
TOTAL,7/14/2021,3182943529,740359352.5,2442584177,409171299.5,44465758.5,2729306470
TOTAL,7/15/2021,1810664981,1297842161,512822820,126348160,96274601,1588042220
TOTAL,7/18/2021,871217318.5,779457948.5,91759370,24566198,29253268.5,817397851.5
TOTAL,7/19/2021,1480129777,1320594120,159535657,40182320,102499552.5,1337447904
TOTAL,7/20/2021,1480129777,1320594120,159535657,40182320,102499552.5,1337447904
TOTAL,7/21/2021,1480129777,1320594120,159535657,40182320,102499552.5,1337447904
TOTAL,7/22/2021,1480129777,1320594120,159535657,40182320,102499552.5,1337447904
TOTAL,7/25/2021,1024775081,801834746,222940335,62608702,35871909,926294470
TOTAL,7/26/2021,3095178382,1459200777,1635977605,515719048,63169101,2516290232
TOTAL,7/27/2021,2112249448,1069099901,1043149547,389585620,93887851.5,1628775977
TOTAL,7/28/2021,4646532063,1811328992,2835203071,296430287,119859853.5,4230241921
TOTAL,7/29/2021,1855362467,1328685848,526676619,127684124,84089666,1643588675
TOTAL,8/1/2021,4212640793,1842113092,2370527701,202788196,337862989.5,3671989607
TOTAL,8/2/2021,4620077366,1980064349,2640013017,512315701,240761828,3866999836
TOTAL,8/3/2021,2160068271,1083888953,1076179318,203069180.5,196110854.5,1760888235
TOTAL,8/4/2021,3151581464,1472935574,1678645890,351012495,132946360,2667622608
TOTAL,8/5/2021,2349517065,1435810254,913706811.5,64436754,63622174.5,2221458137
TOTAL,8/8/2021,3019802154,1622655935,1397146219,268376797,217389297,2534036060
TOTAL,8/9/2021,5224546257,1434855360,3789690897,406209794,89071520.5,4729264941
TOTAL,8/10/2021,4664144758,1557911102,3106233656,840381719,217666980.5,3606096057
TOTAL,8/11/2021,2064962180,1449774012,615188167.5,125791409,113179975,1825990795
TOTAL,8/12/2021,2064962180,1449774012,615188167.5,125791409,113179975,1825990795
TOTAL,8/15/2021,3398935201,1309528594,2089406608,287969692.5,105709068.5,3005256439
TOTAL,8/16/2021,3188824584,1634843257,1553981327,516910849,116270737,2555642998
TOTAL,8/17/2021,9039383608,1613377612,7426005996,1436700481,110914455,7491768671
TOTAL,8/18/2021,12910946846,2082133154,10828813692,2061266267,316192617.5,10533487962
TOTAL,8/19/2021,5356275945,1602387555,3753888390,107750936,150636224.5,5097888784
TOTAL,8/22/2021,6043494290,1353933808,4689560483,514863382.5,93719026,5434911881
TOTAL,8/23/2021,7331255366,1806254925,5525000442,1568367349,202407346.5,5560480671
TOTAL,8/24/2021,6084241295,2161883370,3922357925,709692068.5,148732935.5,5225816290
TOTAL,8/25/2021,6250981448,1872441051,4378540397,636562542,175756753.5,5438662152
TOTAL,8/26/2021,4398726877,1886097873,2512629005,113763977,129482852.5,4155480048
TOTAL,8/29/2021,8365126951,1507878918,6857248033,2753356078,373857314.5,5237913558
TOTAL,8/30/2021,4818864618,1843431940,2975432679,1110177489,127728847,3580958282
TOTAL,8/31/2021,1400363818,660365472,739998346,178039347.5,44553565.5,1177770904
TOTAL,9/1/2021,4307292579,1230546780,3076745799,811394667.5,189627356.5,3306270554
TOTAL,9/2/2021,1271433835,894221459.5,377212375,70806213.5,63784923.5,1136842697
TOTAL,9/5/2021,5353376998,1313224974,4040152024,55936529,43913928.5,5253526540
TOTAL,9/6/2021,5306548138,1339586834,3966961304,1988179921,165575358,3152792858
TOTAL,9/7/2021,3714051096,1075028832,2639022264,1058480778,62812302.5,2592758015
TOTAL,9/8/2021,4544988683,1127213052,3417775631,292318698,116903203.5,4135766781
TOTAL,9/9/2021,2525239445,1031796764,1493442682,64297865.5,84038874,2376902706
TOTAL,9/12/2021,2038575506,776293246.5,1262282260,435646703.5,274888481.5,1328040320
TOTAL,9/13/2021,1357559077,543416835.5,814142241.5,68652869.5,24644455.5,1264261752
TOTAL,9/14/2021,4532223603,1179816876,3352406727,506259147.5,97395142.5,3928569312
TOTAL,9/15/2021,6162785230,1197384481,4965400749,940815812.5,564898536.5,4657070880
TOTAL,9/16/2021,3807362297,1022771136,2784591162,696809774.5,165590325,2944962197
TOTAL,9/19/2021,4637012874,957906763,3679106111,559329132.5,316550081,3761133660
TOTAL,9/20/2021,4147737797,933587924,3214149873,495776712.5,60344608.5,3591616475
TOTAL,9/21/2021,3894957509,1172496632,2722460878,117879129.5,77848060,3699230319
TOTAL,9/22/2021,2561627683,945366325,1616261358,270384455.5,93783990,2197459236
TOTAL,9/23/2021,3561053970,1018922830,2542131140,91497657.5,61211506,3408344806
TOTAL,9/26/2021,2809645795,1037934177,1771711618,353350204.5,146169353.5,2310126236
TOTAL,9/27/2021,3517037467,1025222730,2491814738,327649094,102008977.5,3087379395
TOTAL,9/28/2021,4382828886,744804659,3638024227,571069773.5,50571928.5,3761187183
TOTAL,9/29/2021,3779049233,783794482,2995254751,656612897,50956834.5,3071479501
TOTAL,9/30/2021,1438474723,671936269.5,766538453.5,92841613.5,60308885.5,1285324223
TOTAL,10/3/2021,2452705062,956932447.5,1495772615,259614706,106349136,2086741219
TOTAL,10/4/2021,4129077588,712742228.5,3416335359,806879920.5,71075123,3251122544
TOTAL,10/5/2021,7751740839,664502898.5,7087237941,933849908.5,68843757,6749047173
TOTAL,10/6/2021,2108563250,636788450.5,1471774799,393947673,55239118,1659376458
TOTAL,10/7/2021,2108563250,636788450.5,1471774799,393947673,55239118,1659376458
TOTAL,10/10/2021,3241917499,599586120,2642331379,1021830138,70115961.5,2149971399
TOTAL,10/11/2021,6948429791,707768445,6240661346,2218921367,194938948,4534569476
TOTAL,10/12/2021,5806400646,625468780,5180931866,881040677,540228033,4385131936
TOTAL,10/25/2021,3201160745,1030763366,2170397379,568878295.5,170830103.5,2461452345
TOTAL,10/26/2021,1548880655,454929966,1093950689,263513049.5,82981211,1202386394
TOTAL,10/27/2021,4486790022,812810076,3673979946,956026614,138455414,3392307993
TOTAL,10/28/2021,2784812478,884016292,1900796186,405611617.5,144677867,2234522994
TOTAL,11/1/2021,6224444236,369688594,5854755642,1673045892,70108895.5,4481289448
TOTAL,11/2/2021,4530943520,906925751,3624017769,561397992.5,143890861.5,3825654666
TOTAL,11/3/2021,6631371010,926288627.5,5705082382,311777636.5,144378479.5,6175214893
TOTAL,11/4/2021,1529412344,470299021.5,1059113323,303145975.5,47762080,1178504289
TOTAL,11/7/2021,3571676905,309675110.5,3262001794,1023758865,39794111,2508123929
TOTAL,11/8/2021,1650531973,455625037,1194906936,225891043,74031729.5,1350609201
TOTAL,11/9/2021,2087499175,556389215.5,1531109959,221867800.5,68134816,1797496558
TOTAL,11/10/2021,2379563963,543291904,1836272059,245907095,169787854.5,1963869013
TOTAL,11/11/2021,3833190390,674943143.5,3158247246,130576939,74979252.5,3627634197
TOTAL,11/14/2021,6915558958,631385318.5,6284173640,2179065112,102987575,4633506271
TOTAL,11/15/2021,3689367195,624710004,3064657191,933848074.5,86396287,2669122833
TOTAL,11/16/2021,5563543346,494810801,5068732545,1939020952,128482224.5,3496040168
TOTAL,11/17/2021,4130021213,498742373,3631278840,442204665,139123958,3548692590
TOTAL,11/18/2021,2467692950,469454252,1998238698,191435086,131680289,2144577575
TOTAL,11/21/2021,1734296174,334217191,1400078983,614551525,114528723.5,1005215925
TOTAL,11/22/2021,2280745220,433538084,1847207136,982829442.5,73895974,1224019802
TOTAL,11/23/2021,2342503886,601249686.5,1741254200,371528913.5,83881891,1887093081
TOTAL,11/24/2021,2311187400,604859477.5,1706327922,390172445,130727113.5,1790287841
TOTAL,11/25/2021,1007309678,437927020,569382657.5,82826448.5,99737429.5,824745798.5
TOTAL,11/25/2021,1007309678,437927020,569382657.5,82826448.5,99737429.5,824745798.5
TOTAL,11/25/2021,1394301123,692896562.5,701404560.5,135634595.5,137472935,1121193592
TOTAL,11/28/2021,1439694067,657389996.5,782304070.5,320164482.5,83925971,1035603613
TOTAL,11/29/2021,4523997029,634612462.5,3889384567,1030389222,68764334.5,3424843472
TOTAL,11/30/2021,4394768540,806334559.5,3588433981,858555960.5,170519752.5,3365692827
TOTAL,12/1/2021,1714475009,414065670,1300409339,162438241.5,42182127.5,1509854639
TOTAL,12/2/2021,2071362417,760982989,1310379428,182217387,98818581.5,1790326449
TOTAL,12/5/2021,2943381966,891021674,2052360292,798489425,207973986,1936918554
TOTAL,12/6/2021,3149986175,1445096169,1704890006,374543672.5,135828227.5,2639614274
TOTAL,12/7/2021,2684120253,1149485189,1534635064,272900221,178459607.5,2232760424
TOTAL,12/12/2021,1778901638,768585537,1010316101,281608562.5,270412723,1226880352
TOTAL,12/21/2021,2901180414,610926804,2290253610,473567774,55135704,2372476936
TOTAL,12/23/2021,1814237928,894161638.5,920076289.5,87790819.5,124449048,1601998060
TOTAL,12/26/2021,2139185327,911653562,1227531765,252461773.5,292354203.5,1594369349
TOTAL,12/26/2021,2139185327,911653562,1227531765,252461773.5,292354203.5,1594369349
TOTAL,12/27/2021,2068939372,710343083,1358596289,46404865.5,91701219,1930833286
TOTAL,12/28/2021,3449454787,825657751.5,2623797035,163305517.5,105261215,3180888054
TOTAL,12/29/2021,2933681972,694461687.5,2239220285,148577898.5,83141955.5,2701962119
TOTAL,12/30/2021,3484531373,848362719.5,2636168654,813177513.5,147431388,2523922472
TOTAL,1/2/2022,381322341,276325548.5,104996792.5,13600892.5,16096172,351625276.5
TOTAL,1/3/2022,2202016774,658710346,1543306428,85289503.5,56853039.5,2059874231
TOTAL,1/4/2022,3039139106,768015609.5,2271123497,139197025.5,95208134.5,2804733945
TOTAL,1/5/2022,2453064683,836835700.5,1616228983,97913156,124552760.5,2230598767
TOTAL,1/6/2022,2453064683,836835700.5,1616228983,97913156,124552760.5,2230598767
TOTAL,1/9/2022,123952632.5,106124885.5,17827747,4542488,4649377,114760767
TOTAL,1/10/2022,3806524550,673061810,3133462740,393192737,182899742.5,3230432071
TOTAL,1/11/2022,3044798833,603595453.5,2441203380,329895557,70543361,2644359915
TOTAL,1/12/2022,5061005226,594357241,4466647985,1632170007,267847848,3160987370
TOTAL,1/13/2022,2049298910,478046605,1571252305,152357577.5,102292374,1794648959
TOTAL,1/16/2022,4168011496,374910434.5,3793101062,488922053.5,97990237.5,3581099205
TOTAL,1/17/2022,4934527287,391384870.5,4543142417,781086765,198155622,3955284900
TOTAL,1/18/2022,6783865469,407137173,6376728296,1860333262,60059142.5,4863473064
TOTAL,1/19/2022,4791066862,455985570,4335081292,782861699,266287581,3741917582
TOTAL,1/20/2022,2631546835,466683574.5,2164863261,183176623,67935650,2380434561
TOTAL,1/23/2022,4487012327,408821962,4078190365,1730068056,85527547.5,2671416723
TOTAL,1/24/2022,3779136497,404762240,3374374257,1363284315,73752334,2342099848
TOTAL,1/25/2022,16789167533,403808450.5,16385359083,818119643.5,106110001.5,15864937887
TOTAL,1/26/2022,3795421863,423921033.5,3371500830,84499623,92688091,3618234149
TOTAL,1/27/2022,3795421863,423921033.5,3371500830,84499623,92688091,3618234149
TOTAL,1/30/2022,1468769501,130257781,1338511720,16230820,4666895.5,1447871786
TOTAL,1/31/2022,98821866,62190620.5,36631245.5,21109001.5,8832542.5,68880321
TOTAL,2/1/2022,13682399189,573903469.5,13108495720,3282104288,104696037,10295598865
TOTAL,2/2/2022,11170096157,674508839.5,10495587317,2797364437,301707531.5,8071024188
TOTAL,2/3/2022,732116394,161721770,570394624,25585065,24241244,682290084.5
TOTAL,2/6/2022,10342310888,524162277,9818148611,2311568838,55314215.5,7975427835
TOTAL,2/7/2022,6535250596,600911069.5,5934339526,1127012778,72646503.5,5335591314
TOTAL,2/8/2022,3429622108,610307170.5,2819314938,1895622511,361473516.5,1172526081
TOTAL,2/9/2022,4548789460,705707203.5,3843082257,1023924666,111444071,3413420723
TOTAL,2/10/2022,2532570000,563572287.5,1968997712,138411442.5,84657854,2309500703
TOTAL,2/11/2022,2532570000,563572287.5,1968997712,138411442.5,84657854,2309500703
TOTAL,2/12/2022,2532570000,563572287.5,1968997712,138411442.5,84657854,2309500703
TOTAL,2/13/2022,5723325347,669788244.5,5053537103,572492493,74200744,5076632109
TOTAL,2/14/2022,6091955203,407576459,5684378744,1817233673,71355579.5,4203365951
TOTAL,2/15/2022,3344699957,499776973,2844922984,662927297.5,40837984,2640934675
TOTAL,2/16/2022,3787236961,392465968,3394770993,1077762651,53187407.5,2656286902
TOTAL,2/18/2022,2129050376,333154717,1795895659,137467585.5,64671959.5,1926910831
TOTAL,2/20/2022,4988313755,383287999.5,4605025756,818234686.5,32256927.5,4137822141
TOTAL,2/21/2022,4379115754,446933979,3932181775,1618318629,177073590.5,2583723535
TOTAL,2/22/2022,4587080160,487023142.5,4100057018,1231070730,188849458,3167159972
TOTAL,2/23/2022,1682467857,117807790.5,1564660067,25000975,16692482,1640774399
TOTAL,2/24/2022,3501152258,486689095.5,3014463163,288962767.5,49630769.5,3162558721
TOTAL,2/27/2022,15108123820,402337327,14705786493,4040920419,2995097475,8072105926
TOTAL,2/28/2022,5920077305,379284993,5540792312,3530375063,188703212,2200999030
TOTAL,3/1/2022,11426778442,496277634,10930500808,5691020178,98380003.5,5637378260
TOTAL,3/2/2022,9031882855,453765857.5,8578116998,4167332506,97969244,4766581106
TOTAL,3/3/2022,2146269235,620783081.5,1525486154,95791160.5,169786299.5,1880691774
TOTAL,3/5/2022,2146269235,620783081.5,1525486154,95791160.5,169786299.5,1880691774
TOTAL,3/6/2022,15317941193,460044690.5,14857896502,8262387615,159447622.5,6896105954
TOTAL,3/7/2022,20208615509,699519247,19509096262,10293976057,246912345,9667727107
TOTAL,3/8/2022,17868150936,645360224.5,17222790712,6517574508,930715437.5,10419860990
TOTAL,3/9/2022,14429323311,437301850,13992021461,4862802497,868945144,8697575670
TOTAL,3/10/2022,3554437045,475619417,3078817628,415556547,306648572,2832231926
TOTAL,3/11/2022,3554437045,475619417,3078817628,415556547,306648572,2832231926
TOTAL,3/12/2022,3554437045,475619417,3078817628,415556547,306648572,2832231926
TOTAL,3/13/2022,13721969972,425196835,13296773137,4732788595,322657652,8666523725
TOTAL,3/14/2022,8338308888,348234035.5,7990074853,2470996887,60477352,5806834649
TOTAL,3/15/2022,8859027461,439943406.5,8419084055,1714811942,148331421.5,6995884098
TOTAL,3/16/2022,6705949154,690933642.5,6015015512,1981073779,200276613,4524598762
TOTAL,3/17/2022,2821561101,673481384.5,2148079716,457381909,132845102.5,2231334089
TOTAL,3/19/2022,2821561101,673481384.5,2148079716,457381909,132845102.5,2231334089
TOTAL,3/20/2022,3858345566,584064885,3274280681,1047564788,280459665.5,2530321113
TOTAL,3/21/2022,4891279681,1381281916,3509997765,1146691435,474515716,3270072530
TOTAL,3/22/2022,4455915155,1304468642,3151446513,1109936530,475860648,2870117977
TOTAL,3/23/2022,3608490574,674740067,2933750507,1126310254,244530340,2237649980
TOTAL,3/24/2022,2923550179,834753830,2088796349,169244465,219267985.5,2535037728
TOTAL,,,,,,,
TOTAL,2022-03-27,3023148364.5,612222671.5,2410925693.0,265536466.0,202661809.5,2554950088.0
TOTAL,2022-03-28,3169361194.5,620216074.5,2549145120.0,293008048.0,90011150.0,2786341996.0
TOTAL,2022-03-29,660037471.0,239542059.5,420495411.5,79539954.0,41898227.5,538599288.5
TOTAL,2022-03-31,3655769187.0,476757844.0,3179011343.0,455575059.0,81937629.5,3118256498.0
TOTAL,2022-04-02,3655769187.0,476757844.0,3179011343.0,455575059.0,81937629.5,3118256498.0
TOTAL,2022-04-03,2552274284.5,379145804.5,2173128480.0,169994498.5,59244764.5,2323035020.5
TOTAL,2022-04-04,5382248841.0,467877263.5,4914371577.5,287019862.5,122888099.0,4972340878.5
TOTAL,2022-04-05,3460909497.0,299556597.5,3161352899.5,110417936.0,76817587.5,3273673973.0
TOTAL,2022-04-06,2892227116.0,419123669.0,2473103447.0,788023322.5,60407628.5,2043796164.0
TOTAL,2022-04-07,3755145584.0,286581495.5,3468564088.5,103732338.0,45816303.0,3605596942.0
TOTAL,2022-04-08,3755145584.0,286581495.5,3468564088.5,103732338.0,45816303.0,3605596942.0
TOTAL,2022-04-09,3755145584.0,286581495.5,3468564088.5,103732338.0,45816303.0,3605596942.0
TOTAL,2022-04-10,5735232475.0,398031027.5,5337201447.5,1016296448.0,69226718.5,4649709307.5
TOTAL,2022-04-11,1491386705.5,190833400.5,1300553305.0,600421116.0,29204849.5,861760739.5
TOTAL,2022-04-12,30752262184.5,409607956.5,30342654228.0,307819199.5,14833644614.5,15610798370.5
TOTAL,2022-04-13,1235735651.0,380815273.0,854920378.0,337348522.0,123125970.0,775261158.0
TOTAL,2022-04-14,1166531419.0,396656810.0,769874609.0,257073696.5,118499673.5,790958050.0
TOTAL,2022-04-16,1191715575.5,407038299.0,784677276.5,265178962.0,121233246.5,805303366.0
TOTAL,2022-04-17,734868347.0,387395305.0,347473042.0,147836100.5,35484599.5,551547646.0
TOTAL,2022-04-17,734868347.0,387395305.0,347473042.0,147836100.5,35484599.5,551547646.0
TOTAL,2022-04-18,695151311.0,354300570.0,340850741.0,152470126.5,71191648.0,471489535.5
TOTAL,2022-04-19,1068185041.5,396216782.5,671968259.0,290159939.5,95249388.0,682775713.5
TOTAL,2022-04-20,1418649343.0,353652572.0,1064996771.0,184417257.0,114838341.0,1119393745.0
TOTAL,2022-04-22,3791910959.0,511302691.0,3280608268.0,300668162.0,138106366.0,3353136431.0
TOTAL,2022-04-24,3791910959.0,511302691.0,3280608268.0,300668162.0,138106366.0,3353136431.0
TOTAL,2022-04-25,3791910959.0,511302691.0,3280608268.0,300668162.0,138106366.0,3353136431.0
TOTAL,2022-04-26,3735218792.0,428329027.0,3306889765.0,290038209.0,46968279.5,3398212302.5
TOTAL,2022-04-27,1324946747.0,369855125.0,955091622.0,367106336.0,117353040.0,840487370.0
TOTAL,2022-04-28,8382957163.0,572314247.5,7810642915.5,277624610.5,72241853.5,8033090698.5
TOTAL,2022-04-29,8405625857.0,579976599.5,7825649257.5,283714852.5,72520482.5,8049390521.0
TOTAL,2022-04-30,8405625857.0,579976599.5,7825649257.5,283714852.5,72520482.5,8049390521.0
TOTAL,2022-05-04,8405625857.0,579976599.5,7825649257.5,283714852.5,72520482.5,8049390521.0
TOTAL,2022-05-05,8405625857.0,579976599.5,7825649257.5,283714852.5,72520482.5,8049390521.0
TOTAL,2022-05-06,8405625857.0,579976599.5,7825649257.5,283714852.5,72520482.5,8049390521.0
TOTAL,2022-05-07,8405625857.0,579976599.5,7825649257.5,283714852.5,72520482.5,8049390521.0
TOTAL,2022-05-08,2059754557.0,454756011.0,1604998546.0,808169833.5,74061930.5,1177522792.5
TOTAL,2022-05-09,2876509372.0,451919568.5,2424589803.5,893129379.0,102279732.5,1881100259.5
TOTAL,2022-05-10,1706839328.5,300009064.0,1406830264.5,319381747.0,28677030.0,1358780551.0
TOTAL,2022-05-11,2141687240.0,335625980.0,1806061260.0,720801637.5,58921584.0,1361964018.5
TOTAL,2022-05-12,2023868234.0,411911348.0,1611956886.0,129078615.0,225306850.5,1669482768.5
TOTAL,2022-05-13,2300106006.0,549642343.5,1750463662.5,190613072.0,251257888.0,1858235045.0
TOTAL,2022-05-14,2300106006.0,549642343.5,1750463662.5,190613072.0,251257888.0,1858235045.0
TOTAL,2022-05-15,3010416772.0,330288866.5,2680127905.5,910643259.0,240524298.5,1859249214.0
TOTAL,2022-05-16,955112741.0,218478425.0,736634316.0,68496500.0,46125940.5,840490300.0
TOTAL,2022-05-17,2593058476.0,258251606.5,2334806869.5,102003352.5,35643943.5,2455411179.0
TOTAL,2022-05-18,2443519565.0,280288917.5,2163230647.5,357487504.5,32642064.0,2053389996.0
TOTAL,2022-05-19,1620728670.0,302946912.0,1317781758.0,117561959.0,48365856.0,1454800854.0
TOTAL,2022-05-20,1783657183.0,405320541.0,1378336642.0,147832665.5,60848791.0,1574975726.0
TOTAL,2022-05-21,1783657183.0,405320541.0,1378336642.0,147832665.5,60848791.0,1574975726.0
TOTAL,2022-05-22,907428003.0,210827237.0,696600766.0,77214863.0,16672902.5,813540237.0
TOTAL,2022-05-23,212606708.0,104060028.0,108546680.0,42655065.0,24341285.0,145610357.5
TOTAL,2022-05-24,794695553.0,228586729.0,566108824.0,99779625.5,38035522.0,656880405.5
TOTAL,2022-05-25,1068241992.0,260357098.0,807884894.0,407811615.5,188048557.0,472381820.0
TOTAL,2022-05-26,312274542.5,110315806.0,201958736.5,11960865.5,19483988.5,280829688.0
